ResourceSpeciesID,ConsumerSpeciesID,Type
97,75,Feeding
97,76,Feeding
97,69,Feeding
97,70,Feeding
97,77,Feeding
98,65,Feeding
98,74,Feeding
98,75,Feeding
98,76,Feeding
98,69,Feeding
98,70,Feeding
98,77,Feeding
98,83,Feeding
99,65,Feeding
99,74,Feeding
99,75,Feeding
99,76,Feeding
99,69,Feeding
99,70,Feeding
99,77,Feeding
99,83,Feeding
100,65,Feeding
100,74,Feeding
100,75,Feeding
100,76,Feeding
100,69,Feeding
100,70,Feeding
100,77,Feeding
100,83,Feeding
101,65,Feeding
101,74,Feeding
101,75,Feeding
101,76,Feeding
101,69,Feeding
101,70,Feeding
101,77,Feeding
101,83,Feeding
102,65,Feeding
102,74,Feeding
102,75,Feeding
102,76,Feeding
102,69,Feeding
102,70,Feeding
102,77,Feeding
102,71,Feeding
102,72,Feeding
102,79,Feeding
102,80,Feeding
102,81,Feeding
102,82,Feeding
102,84,Feeding
103,65,Feeding
103,74,Feeding
103,75,Feeding
103,76,Feeding
103,69,Feeding
103,70,Feeding
103,77,Feeding
103,71,Feeding
103,72,Feeding
103,79,Feeding
103,80,Feeding
103,81,Feeding
103,82,Feeding
103,84,Feeding
104,65,Feeding
104,74,Feeding
104,75,Feeding
104,76,Feeding
104,69,Feeding
104,70,Feeding
104,77,Feeding
104,71,Feeding
104,72,Feeding
104,79,Feeding
104,80,Feeding
104,81,Feeding
104,82,Feeding
104,83,Feeding
104,84,Feeding
83,65,Feeding
83,74,Feeding
83,75,Feeding
83,76,Feeding
83,69,Feeding
83,70,Feeding
83,77,Feeding
83,71,Feeding
83,72,Feeding
83,79,Feeding
83,80,Feeding
83,81,Feeding
83,82,Feeding
83,84,Feeding
105,65,Feeding
105,74,Feeding
105,75,Feeding
105,76,Feeding
105,69,Feeding
105,70,Feeding
105,77,Feeding
105,71,Feeding
105,72,Feeding
105,79,Feeding
105,80,Feeding
105,81,Feeding
105,82,Feeding
105,83,Feeding
105,84,Feeding
106,65,Feeding
106,74,Feeding
106,75,Feeding
106,76,Feeding
106,69,Feeding
106,70,Feeding
106,77,Feeding
106,71,Feeding
106,72,Feeding
106,79,Feeding
106,80,Feeding
106,81,Feeding
106,82,Feeding
106,83,Feeding
106,84,Feeding
107,65,Feeding
107,74,Feeding
107,75,Feeding
107,76,Feeding
107,69,Feeding
107,70,Feeding
107,77,Feeding
107,71,Feeding
107,72,Feeding
107,79,Feeding
107,80,Feeding
107,81,Feeding
107,82,Feeding
107,83,Feeding
107,84,Feeding
108,65,Feeding
108,74,Feeding
108,75,Feeding
108,76,Feeding
108,69,Feeding
108,70,Feeding
108,77,Feeding
108,71,Feeding
108,72,Feeding
108,79,Feeding
108,80,Feeding
108,81,Feeding
108,82,Feeding
108,84,Feeding
84,65,Feeding
84,74,Feeding
84,75,Feeding
84,76,Feeding
84,69,Feeding
84,70,Feeding
84,77,Feeding
84,71,Feeding
84,72,Feeding
84,79,Feeding
84,80,Feeding
84,81,Feeding
84,82,Feeding
109,65,Feeding
109,76,Feeding
109,69,Feeding
109,70,Feeding
109,77,Feeding
109,71,Feeding
109,72,Feeding
109,79,Feeding
109,80,Feeding
109,81,Feeding
109,82,Feeding
109,84,Feeding
109,110,Feeding
109,111,Feeding
109,112,Feeding
109,113,Feeding
109,114,Feeding
109,115,Feeding
109,116,Feeding
109,117,Feeding
109,118,Feeding
109,119,Feeding
109,120,Feeding
109,121,Feeding
109,122,Feeding
109,123,Feeding
109,124,Feeding
109,125,Feeding
109,126,Feeding
109,127,Feeding
109,128,Feeding
109,129,Feeding
109,130,Feeding
109,131,Feeding
132,65,Feeding
132,76,Feeding
132,69,Feeding
132,70,Feeding
132,77,Feeding
132,71,Feeding
132,72,Feeding
132,79,Feeding
132,80,Feeding
132,81,Feeding
132,82,Feeding
132,84,Feeding
132,110,Feeding
132,111,Feeding
132,112,Feeding
132,113,Feeding
132,114,Feeding
132,115,Feeding
132,116,Feeding
132,117,Feeding
132,118,Feeding
132,119,Feeding
132,120,Feeding
132,121,Feeding
132,122,Feeding
132,123,Feeding
132,124,Feeding
132,125,Feeding
132,126,Feeding
132,127,Feeding
132,128,Feeding
132,129,Feeding
132,130,Feeding
132,131,Feeding
133,65,Feeding
133,76,Feeding
133,70,Feeding
133,77,Feeding
133,71,Feeding
133,72,Feeding
133,79,Feeding
133,80,Feeding
133,81,Feeding
133,82,Feeding
133,84,Feeding
133,110,Feeding
133,111,Feeding
133,112,Feeding
133,113,Feeding
133,114,Feeding
133,115,Feeding
133,116,Feeding
133,117,Feeding
133,118,Feeding
133,119,Feeding
133,120,Feeding
133,121,Feeding
133,122,Feeding
133,123,Feeding
133,124,Feeding
133,125,Feeding
133,126,Feeding
133,127,Feeding
133,128,Feeding
133,129,Feeding
133,130,Feeding
133,131,Feeding
134,65,Feeding
134,76,Feeding
134,70,Feeding
134,77,Feeding
134,71,Feeding
134,72,Feeding
134,79,Feeding
134,80,Feeding
134,81,Feeding
134,82,Feeding
134,84,Feeding
134,110,Feeding
134,111,Feeding
134,112,Feeding
134,113,Feeding
134,114,Feeding
134,115,Feeding
134,116,Feeding
134,117,Feeding
134,118,Feeding
134,119,Feeding
134,120,Feeding
134,121,Feeding
134,122,Feeding
134,123,Feeding
134,124,Feeding
134,125,Feeding
134,126,Feeding
134,127,Feeding
134,128,Feeding
134,129,Feeding
134,130,Feeding
134,131,Feeding
135,65,Feeding
135,76,Feeding
135,70,Feeding
135,77,Feeding
135,71,Feeding
135,72,Feeding
135,79,Feeding
135,80,Feeding
135,81,Feeding
135,82,Feeding
135,84,Feeding
135,110,Feeding
135,111,Feeding
135,112,Feeding
135,113,Feeding
135,114,Feeding
135,115,Feeding
135,116,Feeding
135,117,Feeding
135,118,Feeding
135,119,Feeding
135,120,Feeding
135,121,Feeding
135,122,Feeding
135,123,Feeding
135,124,Feeding
135,125,Feeding
135,126,Feeding
135,127,Feeding
135,128,Feeding
135,129,Feeding
135,130,Feeding
135,131,Feeding
136,65,Feeding
136,76,Feeding
136,70,Feeding
136,77,Feeding
136,71,Feeding
136,72,Feeding
136,79,Feeding
136,80,Feeding
136,81,Feeding
136,82,Feeding
136,84,Feeding
136,110,Feeding
136,111,Feeding
136,112,Feeding
136,113,Feeding
136,114,Feeding
136,115,Feeding
136,116,Feeding
136,117,Feeding
136,118,Feeding
136,119,Feeding
136,120,Feeding
136,121,Feeding
136,122,Feeding
136,123,Feeding
136,124,Feeding
136,125,Feeding
136,126,Feeding
136,127,Feeding
136,128,Feeding
136,129,Feeding
136,130,Feeding
136,131,Feeding
137,65,Feeding
137,74,Feeding
137,76,Feeding
137,70,Feeding
137,77,Feeding
137,71,Feeding
137,72,Feeding
137,79,Feeding
137,80,Feeding
137,81,Feeding
137,82,Feeding
137,84,Feeding
137,110,Feeding
137,111,Feeding
137,112,Feeding
137,113,Feeding
137,114,Feeding
137,115,Feeding
137,116,Feeding
137,117,Feeding
137,118,Feeding
137,119,Feeding
137,120,Feeding
137,121,Feeding
137,138,Feeding
137,139,Feeding
137,122,Feeding
137,123,Feeding
137,124,Feeding
137,125,Feeding
137,126,Feeding
137,127,Feeding
137,128,Feeding
137,129,Feeding
137,130,Feeding
137,131,Feeding
140,65,Feeding
140,74,Feeding
140,76,Feeding
140,70,Feeding
140,77,Feeding
140,71,Feeding
140,72,Feeding
140,79,Feeding
140,80,Feeding
140,81,Feeding
140,82,Feeding
140,84,Feeding
140,110,Feeding
140,111,Feeding
140,112,Feeding
140,113,Feeding
140,115,Feeding
140,116,Feeding
140,117,Feeding
140,118,Feeding
140,119,Feeding
140,120,Feeding
140,121,Feeding
140,122,Feeding
140,123,Feeding
140,124,Feeding
140,125,Feeding
140,126,Feeding
140,127,Feeding
140,128,Feeding
140,129,Feeding
140,130,Feeding
140,131,Feeding
141,65,Feeding
141,66,Feeding
141,76,Feeding
141,69,Feeding
141,70,Feeding
141,77,Feeding
141,71,Feeding
141,72,Feeding
141,79,Feeding
141,80,Feeding
141,81,Feeding
141,82,Feeding
141,84,Feeding
141,115,Feeding
141,116,Feeding
141,117,Feeding
141,118,Feeding
141,119,Feeding
141,120,Feeding
141,129,Feeding
141,130,Feeding
141,131,Feeding
142,65,Feeding
142,66,Feeding
142,68,Feeding
142,76,Feeding
142,69,Feeding
142,70,Feeding
142,77,Feeding
142,71,Feeding
142,72,Feeding
142,79,Feeding
142,80,Feeding
142,81,Feeding
142,82,Feeding
142,84,Feeding
142,115,Feeding
142,116,Feeding
142,117,Feeding
142,118,Feeding
142,119,Feeding
142,120,Feeding
142,129,Feeding
142,130,Feeding
142,131,Feeding
143,65,Feeding
143,76,Feeding
143,69,Feeding
143,70,Feeding
143,77,Feeding
143,71,Feeding
143,72,Feeding
143,79,Feeding
143,80,Feeding
143,81,Feeding
143,82,Feeding
143,84,Feeding
143,115,Feeding
143,116,Feeding
143,117,Feeding
143,118,Feeding
143,119,Feeding
143,120,Feeding
143,138,Feeding
143,139,Feeding
143,129,Feeding
143,130,Feeding
143,131,Feeding
144,65,Feeding
144,76,Feeding
144,69,Feeding
144,70,Feeding
144,77,Feeding
144,71,Feeding
144,72,Feeding
144,79,Feeding
144,80,Feeding
144,81,Feeding
144,82,Feeding
144,84,Feeding
144,115,Feeding
144,116,Feeding
144,117,Feeding
144,118,Feeding
144,119,Feeding
144,120,Feeding
144,138,Feeding
144,139,Feeding
144,129,Feeding
144,130,Feeding
144,131,Feeding
110,65,Feeding
110,76,Feeding
110,69,Feeding
110,70,Feeding
110,77,Feeding
110,71,Feeding
110,72,Feeding
110,79,Feeding
110,80,Feeding
110,81,Feeding
110,82,Feeding
110,84,Feeding
110,117,Feeding
110,118,Feeding
110,119,Feeding
110,120,Feeding
110,129,Feeding
110,130,Feeding
110,131,Feeding
111,65,Feeding
111,76,Feeding
111,70,Feeding
111,77,Feeding
111,71,Feeding
111,72,Feeding
111,79,Feeding
111,80,Feeding
111,81,Feeding
111,82,Feeding
111,84,Feeding
111,117,Feeding
111,118,Feeding
111,119,Feeding
111,120,Feeding
111,138,Feeding
111,139,Feeding
111,129,Feeding
111,130,Feeding
111,131,Feeding
112,65,Feeding
112,76,Feeding
112,69,Feeding
112,70,Feeding
112,77,Feeding
112,71,Feeding
112,72,Feeding
112,79,Feeding
112,80,Feeding
112,81,Feeding
112,82,Feeding
112,84,Feeding
112,117,Feeding
112,118,Feeding
112,119,Feeding
112,120,Feeding
112,138,Feeding
112,139,Feeding
112,129,Feeding
112,130,Feeding
112,131,Feeding
113,65,Feeding
113,76,Feeding
113,70,Feeding
113,77,Feeding
113,71,Feeding
113,72,Feeding
113,79,Feeding
113,80,Feeding
113,81,Feeding
113,82,Feeding
113,84,Feeding
113,117,Feeding
113,118,Feeding
113,119,Feeding
113,120,Feeding
113,129,Feeding
113,130,Feeding
113,131,Feeding
145,65,Feeding
145,76,Feeding
145,70,Feeding
145,77,Feeding
145,117,Feeding
145,118,Feeding
145,119,Feeding
145,120,Feeding
145,129,Feeding
145,130,Feeding
145,131,Feeding
145,146,Feeding
147,65,Feeding
147,76,Feeding
147,70,Feeding
147,77,Feeding
147,146,Feeding
87,74,Feeding
87,67,Feeding
87,68,Feeding
149,65,Feeding
149,66,Feeding
149,74,Feeding
149,75,Feeding
149,69,Feeding
149,70,Feeding
149,148,Feeding
150,65,Feeding
150,66,Feeding
150,74,Feeding
150,75,Feeding
150,68,Feeding
150,69,Feeding
150,70,Feeding
150,117,Feeding
150,118,Feeding
150,119,Feeding
150,148,Feeding
114,65,Feeding
114,74,Feeding
114,67,Feeding
114,75,Feeding
114,68,Feeding
114,69,Feeding
114,70,Feeding
114,148,Feeding
115,65,Feeding
115,74,Feeding
115,67,Feeding
115,75,Feeding
115,69,Feeding
115,70,Feeding
115,148,Feeding
151,66,Feeding
151,74,Feeding
151,68,Feeding
151,70,Feeding
151,148,Feeding
116,66,Feeding
116,74,Feeding
116,67,Feeding
116,68,Feeding
116,70,Feeding
116,148,Feeding
152,66,Feeding
152,74,Feeding
152,67,Feeding
152,68,Feeding
152,70,Feeding
152,148,Feeding
153,65,Feeding
153,74,Feeding
153,67,Feeding
153,75,Feeding
153,68,Feeding
153,76,Feeding
153,70,Feeding
153,148,Feeding
154,65,Feeding
154,66,Feeding
154,74,Feeding
154,67,Feeding
154,75,Feeding
154,68,Feeding
154,76,Feeding
154,69,Feeding
154,70,Feeding
154,148,Feeding
117,66,Feeding
117,67,Feeding
117,68,Feeding
117,148,Feeding
118,66,Feeding
118,67,Feeding
118,68,Feeding
118,148,Feeding
119,66,Feeding
119,67,Feeding
119,68,Feeding
119,148,Feeding
120,66,Feeding
120,74,Feeding
120,67,Feeding
120,75,Feeding
120,68,Feeding
120,76,Feeding
120,70,Feeding
120,148,Feeding
155,65,Feeding
155,68,Feeding
155,76,Feeding
155,70,Feeding
155,148,Feeding
148,65,Feeding
148,74,Feeding
148,75,Feeding
148,68,Feeding
148,69,Feeding
148,70,Feeding
88,65,Feeding
88,74,Feeding
88,75,Feeding
88,68,Feeding
88,69,Feeding
88,70,Feeding
88,148,Feeding
85,65,Feeding
85,66,Feeding
85,74,Feeding
85,67,Feeding
85,75,Feeding
85,68,Feeding
85,69,Feeding
85,70,Feeding
85,148,Feeding
156,65,Feeding
156,66,Feeding
156,74,Feeding
156,67,Feeding
156,75,Feeding
156,68,Feeding
156,69,Feeding
156,70,Feeding
156,148,Feeding
4,65,Feeding
4,74,Feeding
4,75,Feeding
4,68,Feeding
4,69,Feeding
4,70,Feeding
4,148,Feeding
4,157,Feeding
121,65,Feeding
121,66,Feeding
121,74,Feeding
121,67,Feeding
121,75,Feeding
121,68,Feeding
121,69,Feeding
121,70,Feeding
121,152,Feeding
121,153,Feeding
121,117,Feeding
121,118,Feeding
121,119,Feeding
121,148,Feeding
121,156,Feeding
121,122,Feeding
121,123,Feeding
121,124,Feeding
121,125,Feeding
121,126,Feeding
121,127,Feeding
121,128,Feeding
121,129,Feeding
121,130,Feeding
121,131,Feeding
158,65,Feeding
158,66,Feeding
158,74,Feeding
158,67,Feeding
158,75,Feeding
158,68,Feeding
158,69,Feeding
158,70,Feeding
158,148,Feeding
158,123,Feeding
158,127,Feeding
158,128,Feeding
158,129,Feeding
158,157,Feeding
138,65,Feeding
138,66,Feeding
138,74,Feeding
138,75,Feeding
138,68,Feeding
138,69,Feeding
138,70,Feeding
138,152,Feeding
138,153,Feeding
138,117,Feeding
138,118,Feeding
138,119,Feeding
138,120,Feeding
138,148,Feeding
138,156,Feeding
138,157,Feeding
139,65,Feeding
139,66,Feeding
139,74,Feeding
139,75,Feeding
139,68,Feeding
139,69,Feeding
139,70,Feeding
139,152,Feeding
139,153,Feeding
139,117,Feeding
139,118,Feeding
139,119,Feeding
139,120,Feeding
139,148,Feeding
139,156,Feeding
139,157,Feeding
122,65,Feeding
122,66,Feeding
122,74,Feeding
122,75,Feeding
122,68,Feeding
122,69,Feeding
122,70,Feeding
122,152,Feeding
122,153,Feeding
122,117,Feeding
122,118,Feeding
122,119,Feeding
122,120,Feeding
122,148,Feeding
122,156,Feeding
122,123,Feeding
122,124,Feeding
122,125,Feeding
122,126,Feeding
122,127,Feeding
122,128,Feeding
122,157,Feeding
123,65,Feeding
123,66,Feeding
123,74,Feeding
123,75,Feeding
123,68,Feeding
123,76,Feeding
123,69,Feeding
123,70,Feeding
123,152,Feeding
123,153,Feeding
123,117,Feeding
123,118,Feeding
123,119,Feeding
123,120,Feeding
123,148,Feeding
123,156,Feeding
123,122,Feeding
123,124,Feeding
123,125,Feeding
123,126,Feeding
123,127,Feeding
123,128,Feeding
123,157,Feeding
124,65,Feeding
124,66,Feeding
124,74,Feeding
124,75,Feeding
124,68,Feeding
124,76,Feeding
124,69,Feeding
124,70,Feeding
124,152,Feeding
124,153,Feeding
124,117,Feeding
124,118,Feeding
124,119,Feeding
124,120,Feeding
124,148,Feeding
124,156,Feeding
124,122,Feeding
124,123,Feeding
124,125,Feeding
124,126,Feeding
124,127,Feeding
124,128,Feeding
124,157,Feeding
125,65,Feeding
125,66,Feeding
125,74,Feeding
125,75,Feeding
125,68,Feeding
125,76,Feeding
125,69,Feeding
125,70,Feeding
125,152,Feeding
125,153,Feeding
125,117,Feeding
125,118,Feeding
125,119,Feeding
125,120,Feeding
125,148,Feeding
125,156,Feeding
125,122,Feeding
125,123,Feeding
125,124,Feeding
125,126,Feeding
125,127,Feeding
125,128,Feeding
125,157,Feeding
126,65,Feeding
126,66,Feeding
126,74,Feeding
126,75,Feeding
126,68,Feeding
126,76,Feeding
126,69,Feeding
126,70,Feeding
126,152,Feeding
126,153,Feeding
126,117,Feeding
126,118,Feeding
126,119,Feeding
126,120,Feeding
126,148,Feeding
126,156,Feeding
126,122,Feeding
126,123,Feeding
126,124,Feeding
126,125,Feeding
126,127,Feeding
126,128,Feeding
126,157,Feeding
127,65,Feeding
127,66,Feeding
127,74,Feeding
127,75,Feeding
127,68,Feeding
127,76,Feeding
127,69,Feeding
127,70,Feeding
127,152,Feeding
127,153,Feeding
127,117,Feeding
127,118,Feeding
127,119,Feeding
127,120,Feeding
127,148,Feeding
127,156,Feeding
127,122,Feeding
127,123,Feeding
127,124,Feeding
127,125,Feeding
127,126,Feeding
127,128,Feeding
127,157,Feeding
128,65,Feeding
128,66,Feeding
128,74,Feeding
128,75,Feeding
128,68,Feeding
128,76,Feeding
128,69,Feeding
128,70,Feeding
128,152,Feeding
128,153,Feeding
128,117,Feeding
128,118,Feeding
128,119,Feeding
128,120,Feeding
128,148,Feeding
128,156,Feeding
128,122,Feeding
128,123,Feeding
128,124,Feeding
128,125,Feeding
128,126,Feeding
128,127,Feeding
128,157,Feeding
159,65,Feeding
159,66,Feeding
159,74,Feeding
159,75,Feeding
159,68,Feeding
159,76,Feeding
159,69,Feeding
159,70,Feeding
159,152,Feeding
159,153,Feeding
159,117,Feeding
159,118,Feeding
159,119,Feeding
159,120,Feeding
159,148,Feeding
159,156,Feeding
159,122,Feeding
159,123,Feeding
159,124,Feeding
159,125,Feeding
159,126,Feeding
159,127,Feeding
159,128,Feeding
159,157,Feeding
160,65,Feeding
160,66,Feeding
160,74,Feeding
160,75,Feeding
160,68,Feeding
160,76,Feeding
160,69,Feeding
160,70,Feeding
160,152,Feeding
160,153,Feeding
160,117,Feeding
160,118,Feeding
160,119,Feeding
160,120,Feeding
160,148,Feeding
160,156,Feeding
160,122,Feeding
160,123,Feeding
160,124,Feeding
160,125,Feeding
160,126,Feeding
160,127,Feeding
160,128,Feeding
160,157,Feeding
161,65,Feeding
161,66,Feeding
161,74,Feeding
161,75,Feeding
161,68,Feeding
161,76,Feeding
161,69,Feeding
161,70,Feeding
161,152,Feeding
161,153,Feeding
161,117,Feeding
161,118,Feeding
161,119,Feeding
161,120,Feeding
161,148,Feeding
161,156,Feeding
161,122,Feeding
161,123,Feeding
161,124,Feeding
161,125,Feeding
161,126,Feeding
161,127,Feeding
161,128,Feeding
161,157,Feeding
162,65,Feeding
162,66,Feeding
162,74,Feeding
162,75,Feeding
162,68,Feeding
162,76,Feeding
162,69,Feeding
162,70,Feeding
162,152,Feeding
162,153,Feeding
162,117,Feeding
162,118,Feeding
162,119,Feeding
162,120,Feeding
162,148,Feeding
162,156,Feeding
162,122,Feeding
162,123,Feeding
162,124,Feeding
162,125,Feeding
162,126,Feeding
162,127,Feeding
162,128,Feeding
162,157,Feeding
163,65,Feeding
163,66,Feeding
163,74,Feeding
163,75,Feeding
163,68,Feeding
163,76,Feeding
163,69,Feeding
163,70,Feeding
163,152,Feeding
163,153,Feeding
163,117,Feeding
163,118,Feeding
163,119,Feeding
163,120,Feeding
163,148,Feeding
163,156,Feeding
163,122,Feeding
163,123,Feeding
163,124,Feeding
163,125,Feeding
163,126,Feeding
163,127,Feeding
163,128,Feeding
163,157,Feeding
164,65,Feeding
164,66,Feeding
164,74,Feeding
164,75,Feeding
164,68,Feeding
164,76,Feeding
164,69,Feeding
164,70,Feeding
164,152,Feeding
164,153,Feeding
164,117,Feeding
164,118,Feeding
164,119,Feeding
164,120,Feeding
164,148,Feeding
164,156,Feeding
164,122,Feeding
164,123,Feeding
164,124,Feeding
164,125,Feeding
164,126,Feeding
164,127,Feeding
164,128,Feeding
164,157,Feeding
165,65,Feeding
165,76,Feeding
165,70,Feeding
165,152,Feeding
165,153,Feeding
165,117,Feeding
165,118,Feeding
165,119,Feeding
165,120,Feeding
165,148,Feeding
165,156,Feeding
165,121,Feeding
165,138,Feeding
165,139,Feeding
165,122,Feeding
165,123,Feeding
165,124,Feeding
165,125,Feeding
165,126,Feeding
165,127,Feeding
165,128,Feeding
165,129,Feeding
165,130,Feeding
165,131,Feeding
165,157,Feeding
166,66,Feeding
166,74,Feeding
166,75,Feeding
166,68,Feeding
166,76,Feeding
166,70,Feeding
166,148,Feeding
166,122,Feeding
166,123,Feeding
166,124,Feeding
166,125,Feeding
166,126,Feeding
166,127,Feeding
166,128,Feeding
167,65,Feeding
167,66,Feeding
167,74,Feeding
167,75,Feeding
167,68,Feeding
167,76,Feeding
167,70,Feeding
167,152,Feeding
167,153,Feeding
167,117,Feeding
167,118,Feeding
167,119,Feeding
167,120,Feeding
167,148,Feeding
167,156,Feeding
167,122,Feeding
167,123,Feeding
167,124,Feeding
167,125,Feeding
167,126,Feeding
167,127,Feeding
167,128,Feeding
167,157,Feeding
129,65,Feeding
129,66,Feeding
129,74,Feeding
129,75,Feeding
